key,table,entry_id,field,index,english,korean

     summon a number of [color=#20af20]Gisas[/color]
     allied [color=#00a000]Plants[/color] gain [color=#ff8080]+5% max Life[/color] [color=#707070]* skill level[/color] [color=#707070]+1000 max[/color]

[color=#a0a0a0]Summoned amount = skill level

Gisas are leaf-born soldiers that entangle enemies[/color]

On an allied [color=#00a000]Plant[/color] [color=#ffff50]being attacked[/color]: 

     you apply [color=#60af20]Entangle[/color] to the attacker

[color=#a0a0a0]Entangle applied = skill level[/color]","아군 [color=#c050ff]사역수[/color]가 [color=#707070]소환 시[/color] [color=#00a000]식물[/color]로 취급됨

[color=#ffff50]게임 턴[/color] / [color=#78bca4]기도[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면:

     일정 수의 [color=#20af20]기사[/color] 소환
     아군 [color=#00a000]식물[/color] [color=#ff8080]+5% 최대 체력[/color] [color=#707070]* 스킬 레벨[/color] [color=#707070]+1000 최대[/color] 획득

[color=#a0a0a0]소환 수 = 스킬 레벨

기사는 적을 얽는 잎에서 태어난 병사[/color]

아군 [color=#00a000]식물[/color]이 [color=#ffff50]공격받을[/color] 시: 

     공격자에게 [color=#60af20]속박[/color] 적용

[color=#a0a0a0]속박 적용량 = 스킬 레벨[/color]"
Table_Traits|Overgrowth|Element|,Table_Traits,Overgrowth,Element,,Life,생명
Table_Traits|Vineform|Name|,Table_Traits,Vineform,Name,,[color=#00a000]Vineform[/color],[color=#00a000]덩굴 형상[/color]
Table_Traits|Vineform|Description|,Table_Traits,Vineform,Description,,"On [color=#ffff50]summon[/color]: 

     apply [color=#60af20]Vineform[/color] to yourself

[color=#a0a0a0]Vineform applied = 2 * skill level

When applied, this effect replaces and inherits the stacks of any current transformation[/color]","[color=#ffff50]소환[/color] 시: 

     자신에게 [color=#60af20]덩굴 형상[/color] 적용

[color=#a0a0a0]덩굴 형상 적용량 = 2 * 스킬 레벨

적용 시, 이 효과는 현재 형상의 중첩을 대체하고 계승함[/color]"
Table_Traits|Vineform|Element|,Table_Traits,Vineform,Element,,Life,생명
Table_Traits|Azar|Name|,Table_Traits,Azar,Name,,[color=#ff8000]Pyrokinesis[/color],[color=#ff8000]화염동역학[/color]
Table_Traits|Azar|Description|,Table_Traits,Azar,Description,,"On [color=#ff8030]adjacent hit[/color]: 

     deal [color=#ff8000]Fire[/color] damage to all adjacent units

On [color=#ff8030]non-adjacent hit[/color]: 
     
     deal [color=#ff7000]Fire[/color] damage in a 1 tile area at the target

On [color=#ffff50]kill[/color]: 

     deal [color=#ff8000]Fire[/color] damage to all units in a 2 tile range

[color=#a0a0a0]Damage = 30 * skill level[/color]","[color=#ff8030]인접 명중[/color] 시: 

     모든 인접 유닛에게 [color=#ff8000]화염[/color] 피해 적용

[color=#ff8030]비인접 명중[/color] 시: 
     
     대상 위치에 1칸 범위 [color=#ff7000]화염[/color] 피해 적용

[color=#ffff50]처치[/color] 시: 

     2칸 범위 내 모든 유닛에게 [color=#ff8000]화염[/color] 피해 적용

[color=#a0a0a0]피해 = 30 * 스킬 레벨[/color]"
Table_Traits|Azar|Element|,Table_Traits,Azar,Element,,Fire,화염
Table_Traits|Pyromancy|Name|,Table_Traits,Pyromancy,Name,,[color=#ff8000]Pyromancy[/color],[color=#ff8000]화염술[/color]
Table_Traits|Pyromancy|Description|,Table_Traits,Pyromancy,Description,,"On [color=#78bca4]prayer[/color] / [color=#ffff50]stand still[/color]: 

     deal [color=#ff7000]Fire[/color] damage to all units in a 2 tile range

[color=#a0a0a0]Damage = 50 * skill level[/color]

On [color=#ffff50]dealing[/color] [color=#ff8000]Fire[/color] damage: 

     apply [color=#ff7000]Scorch[/color] to the target

[color=#a0a0a0]Scorch applied = 3 * skill level[/color]

Increase all [color=#ff7000]Fire[/color] / [color=#8030af]Astral[/color] / [color=#0060ff]Lightning[/color] damage by the stacks of [color=#ff7000]Scorch[/color] on the target [color=#707070]* skill level[/color]","[color=#78bca4]기도[/color] / [color=#ffff50]정지[/color] 시: 

     2칸 범위 내 모든 유닛에게 [color=#ff7000]화염[/color] 피해 적용

[color=#a0a0a0]피해 = 50 * 스킬 레벨[/color]

[color=#ff8000]화염[/color] 피해 [color=#ffff50]적용[/color] 시: 

     대상에게 [color=#ff7000]그을림[/color] 적용

[color=#a0a0a0]그을림 적용량 = 3 * 스킬 레벨[/color]

대상의 [color=#ff7000]그을림[/color] 중첩 [color=#707070]* 스킬 레벨[/color]만큼 모든 [color=#ff7000]화염[/color] / [color=#8030af]성계[/color] / [color=#0060ff]번개[/color] 피해 증가"
Table_Traits|Pyromancy|Element|,Table_Traits,Pyromancy,Element,,Fire,화염
Table_Traits|Shamsar|Name|,Table_Traits,Shamsar,Name,,[color=#ff8000]Shamsar[/color],[color=#ff8000]샴사르[/color]
Table_Traits|Shamsar|Description|,Table_Traits,Shamsar,Description,,"Per [color=#ffff50]skill level[/color]: 

     [color=#ff8030]+50 Hit[/color]
     [color=#ffa050]+50 Accuracy[/color]

On [color=#ffff50]dealing[/color] [color=#af8f50]Slash[/color] / [color=#af8f50]Blunt[/color] damage: 

     deal [color=#ff8000]Fire[/color] damage to 2 adjacent enemies

[color=#a0a0a0]Damage = 150 * skill level[/color]","[color=#ffff50]스킬 레벨[/color]당: 

     [color=#ff8030]+50 명중[/color]
     [color=#ffa050]+50 정확도[/color]

[color=#af8f50]참격[/color] / [color=#af8f50]타격[/color] 피해 [color=#ffff50]적용[/color] 시: 

     인접한 적 2명에게 [color=#ff8000]화염[/color] 피해 적용

[color=#a0a0a0]피해 = 150 * 스킬 레벨[/color]"
Table_Traits|Shamsar|Element|,Table_Traits,Shamsar,Element,,Fire,화염
Table_Traits|FireHealing|Name|,Table_Traits,FireHealing,Name,,[color=#ff8000]Fire Healing[/color],[color=#ff8000]화염 치유[/color]
Table_Traits|FireHealing|Description|,Table_Traits,FireHealing,Description,,"On [color=#ff8030]hit[/color]: 

     apply [color=#ff7000]Scorch[/color] to the target

[color=#a0a0a0]Scorch applied = 2 * skill level[/color]

On [color=#ffff50]dealing[/color] [color=#ff8000]Fire[/color] damage: 

     [color=#50ff50]heal[/color] yourself

[color=#a0a0a0]Heal = 2 * skill level[/color]","[color=#ff8030]명중[/color] 시: 

     대상에게 [color=#ff7000]그을림[/color] 적용

[color=#a0a0a0]그을림 적용량 = 2 * 스킬 레벨[/color]

[color=#ff8000]화염[/color] 피해 [color=#ffff50]적용[/color] 시: 

     자신을 [color=#50ff50]회복[/color]

[color=#a0a0a0]회복량 = 2 * 스킬 레벨[/color]"
Table_Traits|FireHealing|Element|,Table_Traits,FireHealing,Element,,Fire,화염
Table_Traits|FrenziedChant|Name|,Table_Traits,FrenziedChant,Name,,[color=#ff8000]Frenzied Chant[/color],[color=#ff8000]광분의 노래[/color]
Table_Traits|FrenziedChant|Description|,Table_Traits,FrenziedChant,Description,,"On [color=#ffff50]game turn[/color] / [color=#78bca4]prayer[/color], [color=#ff5050]if[/color] enemies live:

     deal 25 [color=#ffaf30]Psychic[/color] damage to yourself
     apply [color=#ff7000]Inflame[/color] to yourself
     perform a number of [color=#ff8030]extra attacks[/color] against an adjacent enemy

[color=#a0a0a0]Self-damage is unaffected by all resistance / increase[/color]

[color=#a0a0a0]Inflame applied = 5 * skill level[/color]

[color=#a0a0a0]Extra attacks = skill level[/color]

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]","[color=#ffff50]게임 턴[/color] / [color=#78bca4]기도[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면:

     자신에게 25 [color=#ffaf30]염력[/color] 피해 적용
     자신에게 [color=#ff7000]점화[/color] 적용
     인접한 적에게 일정 횟수의 [color=#ff8030]추가 공격[/color] 수행

[color=#a0a0a0]자해 피해는 모든 저항 / 증가의 영향을 받지 않음[/color]

[color=#a0a0a0]점화 적용량 = 5 * 스킬 레벨[/color]

[color=#a0a0a0]추가 공격 = 스킬 레벨[/color]

[color=#a0a0a0]추가 공격은 주무기를 사용하며 ""최초 공격""으로 간주되지 않음[/color]"
Table_Traits|FrenziedChant|Element|,Table_Traits,FrenziedChant,Element,,Fire,화염
Table_Traits|Immolation|Name|,Table_Traits,Immolation,Name,,[color=#ff8000]Immolation[/color],[color=#ff8000]분신[/color]
Table_Traits|Immolation|Description|,Table_Traits,Immolation,Description,,"On [color=#ffff50]game turn[/color]: 

     apply [color=#ff7000]Scorch[/color] to adjacent enemies

On [color=#ffff50]dealing[/color] [color=#ff7000]Fire[/color] / [color=#8030af]Astral[/color] / [color=#0060ff]Lightning[/color] damage:

     increase it by the stacks of [color=#ff7000]Scorch[/color] on the target

[color=#a0a0a0]Scorch applied = 10 * skill level[/color]","[color=#ffff50]게임 턴[/color] 시: 

     인접한 적에게 [color=#ff7000]그을림[/color] 적용

[color=#ff7000]화염[/color] / [color=#8030af]성계[/color] / [color=#0060ff]번개[/color] 피해 [color=#ffff50]적용[/color] 시:

     대상의 [color=#ff7000]그을림[/color] 중첩만큼 피해 증가

[color=#a0a0a0]그을림 적용량 = 10 * 스킬 레벨[/color]"
Table_Traits|Immolation|Element|,Table_Traits,Immolation,Element,,Fire,화염
Table_Traits|MasterScorch|Name|,Table_Traits,MasterScorch,Name,,[color=#ff8000]Master Scorch[/color],[color=#ff8000]그을림 완성[/color]
Table_Traits|MasterScorch|Description|,Table_Traits,MasterScorch,Description,,"On [color=#ffff50]being attacked[/color]: 

     deal [color=#ff7000]Fire[/color] damage to the attacker and to adjacent units
     apply [color=#ff7000]Scorch[/color] to yourself

[color=#a0a0a0]Scorch applied = skill level

Damage = 5 * skill level * stacks of Scorch on self[/color]

You [color=#ffff50]no longer take damage[/color] from any source triggered by [color=#ff7000]Scorch[/color] and it is no longer removed with [color=#c050ff]Willpower[/color]","[color=#ffff50]공격받을[/color] 시: 

     공격자와 인접 유닛에게 [color=#ff7000]화염[/color] 피해 적용
     자신에게 [color=#ff7000]그을림[/color] 적용

[color=#a0a0a0]그을림 적용량 = 스킬 레벨

피해 = 5 * 스킬 레벨 * 자신의 그을림 중첩[/color]

[color=#ff7000]그을림[/color]으로 발생하는 어떤 피해도 [color=#ffff50]더 이상 받지 않으며[/color] [color=#c050ff]의지[/color]으로 더 이상 제거되지 않음"
Table_Traits|MasterScorch|Element|,Table_Traits,MasterScorch,Element,,Fire,화염
Table_Traits|Zahan|Name|,Table_Traits,Zahan,Name,,[color=#ff8000]Fire Chant[/color],[color=#ff8000]화염의 노래[/color]
Table_Traits|Zahan|Description|,Table_Traits,Zahan,Description,,"On [color=#ffff50]game turn[/color] / [color=#ffff50]stand stil[/color], [color=#ff5050]if[/color] enemies live: 

     apply [color=#ff8000]Inflame[/color] to yourself and all adjacent allies

[color=#a0a0a0]Inflame applied = 4 * skill level[/color]

On [color=#ffff50]entrance[/color]: 

     summon a number of [color=#ff8000]Afrits[/color]

[color=#a0a0a0]Summoned amount = 4 * skill level

Afrits are long-ranged fire elementals with a Burning Aura

Total summons limited by your Willpower[/color]","[color=#ffff50]게임 턴[/color] / [color=#ffff50]정지[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면: 

     자신과 모든 인접 아군에게 [color=#ff8000]점화[/color] 적용

[color=#a0a0a0]점화 적용량 = 4 * 스킬 레벨[/color]

[color=#ffff50]진입[/color] 시: 

     일정 수의 [color=#ff8000]아프리트[/color] 소환

[color=#a0a0a0]소환 수 = 4 * 스킬 레벨

아프리트는 그을음 오라를 가진 원거리 화염 정령

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|Zahan|Element|,Table_Traits,Zahan,Element,,Fire,화염
Table_Traits|SummonRedDragon|Name|,Table_Traits,SummonRedDragon,Name,,[color=#ff8000]Fire Familiar[/color],[color=#ff8000]화염 사역마[/color]
Table_Traits|SummonRedDragon|Description|,Table_Traits,SummonRedDragon,Description,,"On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a [color=#ff8000]Red Dragon[/color] [color=#c050ff]familiar[/color]
     [color=#707070]Life / Hit multiplied by skill level[/color]

[color=#a0a0a0]The Red Dragon is a monstrous beast that spits fire at enemies

Summoned Familiars are not limited by your Willpower[/color]

On [color=#ffff50]apply[/color] [color=#ff8000]Inflame[/color]:

     [color=#50ff50]heal[/color] the [color=#ff8000]Red Dragon[/color] for 20 [color=#707070]* skill level[/color]
     a random ally gains [color=#ff8030]+30 Hit[/color] [color=#707070]* skill level[/color]

On [color=#ff8030]attack[/color]: 

     apply [color=#ff8000]Inflame[/color] to yourself

[color=#a0a0a0]Inflame applied = 4 * skill level[/color]","[color=#ffff50]진입[/color] / [color=#ffff50]습득[/color] 시: 

     [color=#ff8000]레드 드래곤[/color] [color=#c050ff]사역수[/color] 소환
     [color=#707070]체력 / 명중이 스킬 레벨에 비례[/color]

[color=#a0a0a0]레드 드래곤은 적에게 화염을 뿜는 거대한 야수

소환된 사역수는 의지 제한을 받지 않음[/color]

[color=#ff8000]점화[/color] [color=#ffff50]적용[/color] 시:

     [color=#ff8000]레드 드래곤[/color]을 20 [color=#707070]* 스킬 레벨[/color]만큼 [color=#50ff50]회복[/color]
     무작위 아군 [color=#ff8030]+30 명중[/color] [color=#707070]* 스킬 레벨[/color] 획득

[color=#ff8030]공격[/color] 시: 

     자신에게 [color=#ff8000]점화[/color] 적용

[color=#a0a0a0]점화 적용량 = 4 * 스킬 레벨[/color]"
Table_Traits|SummonRedDragon|Element|,Table_Traits,SummonRedDragon,Element,,Fire,화염
Table_Traits|FireKnight|Name|,Table_Traits,FireKnight,Name,,[color=#ff8000]Order of Flame[/color],[color=#ff8000]화염 기사단[/color]
Table_Traits|FireKnight|Description|,Table_Traits,FireKnight,Description,,"Per [color=#ffff50]level[/color], to [color=#ffff50]summoned allies[/color]:

     [color=#ffff50]+25%[/color] [color=#ff8000]Fire[/color] resistance

On [color=#ffff50]entrance[/color]: 

     summon a number of [color=#ff8000]Fire Knights[/color]

[color=#a0a0a0]Summoned amount = 2 * Level

Fire Knights are zealous warriors from the domain of fire. They heal and gain Hit when you attack.[/color]","[color=#ffff50]레벨[/color]당, [color=#ffff50]소환된 아군[/color]에게:

     [color=#ffff50]+25%[/color] [color=#ff8000]화염[/color] 저항

[color=#ffff50]진입[/color] 시: 

     일정 수의 [color=#ff8000]화염 기사[/color] 소환

[color=#a0a0a0]소환 수 = 2 * 레벨

화염 기사는 화염의 영역에서 온 열성적인 전사. 자신이 공격하면 회복하고 명중 획득.[/color]"
Table_Traits|FireKnight|Element|,Table_Traits,FireKnight,Element,,Fire,화염
Table_Traits|FlameCult|Name|,Table_Traits,FlameCult,Name,,[color=#ff8000]Flame Cult[/color],[color=#ff8000]화염 신앙[/color]
Table_Traits|FlameCult|Description|,Table_Traits,FlameCult,Description,,"On [color=#ffff50]summon[/color]: 

     deal [color=#ff8000]Fire[/color] damage in a path to 1 enemy in a 4 tile range

[color=#a0a0a0]Damage = 40 * skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#ff8000]Flame Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Fire Priests are loyal acolytes of your personal cult that attack with ranged Fire

Total summons limited by your Willpower[/color]","[color=#ffff50]소환[/color] 시: 

     4칸 범위 내 적 1명에게 경로를 따라 [color=#ff8000]화염[/color] 피해 적용

[color=#a0a0a0]피해 = 40 * 스킬 레벨[/color]

[color=#ffff50]진입[/color] / [color=#ffff50]습득[/color] 시: 

     일정 수의 [color=#ff8000]화염 사제[/color] 소환

[color=#a0a0a0]소환 수 = 3 * 스킬 레벨

화염 사제는 원거리 화염으로 공격하는 충실한 교단원

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|FlameCult|Element|,Table_Traits,FlameCult,Element,,Fire,화염
Table_Traits|Wormform|Name|,Table_Traits,Wormform,Name,,[color=#ffb000]Newtform[/color],[color=#ffb000]영원형상[/color]
Table_Traits|Wormform|Description|,Table_Traits,Wormform,Description,,"On [color=#ffff50]dealing[/color] over 100 [color=#ff8000]Fire[/color] damage: 

     apply [color=#ff8000]Newtform[/color] to yourself

[color=#a0a0a0]Newtform applied = 2 * skill level

When applied, this effect replaces and inherits the stacks of any current transformation[/color]","100 이상의 [color=#ff8000]화염[/color] 피해 [color=#ffff50]적용[/color] 시: 

     자신에게 [color=#ff8000]뉴트 형상[/color] 적용

[color=#a0a0a0]뉴트 형상 적용량 = 2 * 스킬 레벨

적용 시, 이 효과는 현재 형상의 중첩을 대체하고 계승함[/color]"
Table_Traits|Wormform|Element|,Table_Traits,Wormform,Element,,Fire,화염
Table_Traits|Elding|Name|,Table_Traits,Elding,Name,,[color=#0060ff]Electrokinesis[/color],[color=#0060ff]전기동역학[/color]
Table_Traits|Elding|Description|,Table_Traits,Elding,Description,,"On [color=#ff8030]adjacent hit[/color]: 

     deal [color=#0060ff]Lightning[/color] damage in a straight line starting from your position

On [color=#ff8030]non-adjacent hit[/color]: 

     deal [color=#0060ff]Lightning[/color] damage in a path to the target

On [color=#ffff50]dodge[/color]: 

     deal [color=#0060ff]Lightning[/color] damage in a path to all enemies in a 3 tile range

[color=#a0a0a0]Damage = 40 * skill level[/color]","[color=#ff8030]인접 명중[/color] 시: 

     자신의 위치에서 시작하는 직선으로 [color=#0060ff]번개[/color] 피해 적용

[color=#ff8030]비인접 명중[/color] 시: 

     대상까지 경로를 따라 [color=#0060ff]번개[/color] 피해 적용

[color=#ffff50]회피[/color] 시: 

     3칸 범위 내 모든 적에게 경로를 따라 [color=#0060ff]번개[/color] 피해 적용

[color=#a0a0a0]피해 = 40 * 스킬 레벨[/color]"
Table_Traits|Elding|Element|,Table_Traits,Elding,Element,,Lightning,번개
Table_Traits|Kerjata|Name|,Table_Traits,Kerjata,Name,,[color=#0060ff]Electromancy[/color],[color=#0060ff]전기술[/color]
Table_Traits|Kerjata|Description|,Table_Traits,Kerjata,Description,,"Per [color=#ffff50]skill level[/color]:

     [color=#20ff20]+5 Speed[/color]
     [color=#50ff50]-1[/color] [color=#ff0000]Inflexibility[/color]

On [color=#78bca4]prayer[/color] / [color=#ffff50]step[/color]: 

     deal [color=#0060ff]Lightning[/color] damage in a path to 1 enemy in a 2 tile range [color=#707070]repeat per skill level[/color]    
     apply [color=#0060ff]Charge[/color] to yourself

[color=#a0a0a0]Damage = Speed * skill level

Charge applied = skill level[/color]","[color=#ffff50]스킬 레벨[/color]당:

     [color=#20ff20]+5 속도[/color]
     [color=#50ff50]-1[/color] [color=#ff0000]경직[/color]

[color=#78bca4]기도[/color] / [color=#ffff50]이동[/color] 시: 

     2칸 범위 내 적 1명에게 경로를 따라 [color=#0060ff]번개[/color] 피해 적용 [color=#707070]스킬 레벨당 반복[/color]    
     자신에게 [color=#0060ff]충전[/color] 적용

[color=#a0a0a0]피해 = 속도 * 스킬 레벨

충전 적용량 = 스킬 레벨[/color]"
Table_Traits|Kerjata|Element|,Table_Traits,Kerjata,Element,,Lightning,번개
Table_Traits|Skera|Name|,Table_Traits,Skera,Name,,[color=#0060ff]Skera[/color],[color=#0060ff]스케라[/color]
Table_Traits|Skera|Description|,Table_Traits,Skera,Description,,"Per [color=#ffff50]skill level[/color]: 

     [color=#ffa050]+50 Accuracy[/color]
     [color=#50ffff]+30 Dodge[/color]

On [color=#ffff50]dealing[/color] [color=#af8f50]Pierce[/color] / [color=#af8f50]Slash[/color] damage to an enemy: 

     deal [color=#0060ff]Lightning[/color] damage in a path to the target

[color=#a0a0a0]Damage = 50 * skill level[/color]","[color=#ffff50]스킬 레벨[/color]당: 

     [color=#ffa050]+50 정확도[/color]
     [color=#50ffff]+30 회피[/color]

적에게 [color=#af8f50]관통[/color] / [color=#af8f50]참격[/color] 피해 [color=#ffff50]적용[/color] 시: 

     대상까지 경로를 따라 [color=#0060ff]번개[/color] 피해 적용

[color=#a0a0a0]피해 = 50 * 스킬 레벨[/color]"
Table_Traits|Skera|Element|,Table_Traits,Skera,Element,,Lightning,번개
Table_Traits|Ikami|Name|,Table_Traits,Ikami,Name,,[color=#0060ff]Master Charge[/color],[color=#0060ff]충전 완성[/color]
Table_Traits|Ikami|Description|,Table_Traits,Ikami,Description,,"On [color=#ff8030]hit[/color]:

     apply [color=#0060ff]Charge[/color] to yourself

[color=#a0a0a0]Charge applied = skill level[/color]

Gain [color=#20ff20]+1 Speed[/color] per stack of [color=#0060ff]Charge[/color] on self","[color=#ff8030]명중[/color] 시:

     자신에게 [color=#0060ff]충전[/color] 적용

[color=#a0a0a0]충전 적용량 = 스킬 레벨[/color]

자신의 [color=#0060ff]충전[/color] 중첩당 [color=#20ff20]+1 속도[/color] 획득"
Table_Traits|Ikami|Element|,Table_Traits,Ikami,Element,,Lightning,번개
Table_Traits|Chamakana|Name|,Table_Traits,Chamakana,Name,,[color=#0060ff]Chamakana[/color],[color=#0060ff]차마카나[/color]
Table_Traits|Chamakana|Description|,Table_Traits,Chamakana,Description,,"On [color=#ffff50]dealing[/color] [color=#0060ff]Lightning[/color] / [color=#af8f50]Pierce[/color] / [color=#af8f50]Slash[/color] damage to an enemy with 100% [color=#ff8080]Life[/color]:

      perform a number of 100 damage [color=#ff8030]Hits[/color] against the target

[color=#a0a0a0]Number of hits = skill level

This hit bypasses all defense and uses your Main-hand damage type[/color]","100% [color=#ff8080]체력[/color]인 적에게 [color=#0060ff]번개[/color] / [color=#af8f50]관통[/color] / [color=#af8f50]참격[/color] 피해 [color=#ffff50]적용[/color] 시:

      대상에게 일정 횟수의 100 피해 [color=#ff8030]명중[/color] 수행

[color=#a0a0a0]명중 횟수 = 스킬 레벨

이 명중은 모든 방어를 무시하며 주무기 피해 유형을 사용[/color]"
Table_Traits|Chamakana|Element|,Table_Traits,Chamakana,Element,,Lightning,번개
Table_Traits|Herja|Name|,Table_Traits,Herja,Name,,[color=#0060ff]Herja[/color],[color=#0060ff]헤리야[/color]
Table_Traits|Herja|Description|,Table_Traits,Herja,Description,,"On [color=#ff8030]initial attack[/color]:

     perform a number of [color=#ff8030]extra attacks[/color] against the target

[color=#a0a0a0]Extra attacks = skill level[/color]

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]

On [color=#ff8030]attack[/color]:

      deal [color=#0060ff]Lightning[/color] damage in a path to the furthest enemy

[color=#a0a0a0]Damage = 50 * skill level[/color]","[color=#ff8030]최초 공격[/color] 시:

     대상에게 일정 횟수의 [color=#ff8030]추가 공격[/color] 수행

[color=#a0a0a0]추가 공격 = 스킬 레벨[/color]

[color=#a0a0a0]추가 공격은 주무기를 사용하며 ""최초 공격""으로 간주되지 않음[/color]

[color=#ff8030]공격[/color] 시:

      가장 먼 적에게 경로를 따라 [color=#0060ff]번개[/color] 피해 적용

[color=#a0a0a0]피해 = 50 * 스킬 레벨[/color]"
Table_Traits|Herja|Element|,Table_Traits,Herja,Element,,Lightning,번개
Table_Traits|FulminantCult|Name|,Table_Traits,FulminantCult,Name,,[color=#0060ff]Fulminant Cult[/color],[color=#0060ff]번개 신앙[/color]
Table_Traits|FulminantCult|Description|,Table_Traits,FulminantCult,Description,,"On [color=#ffff50]summon[/color]:

     apply [color=#0060ff]Charge[/color] to yourself

[color=#a0a0a0]Charge applied = skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#0060ff]Fulminant Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Fulminant Priests are loyal acolytes of your personal cult that attack with ranged Lightning

Total summons limited by your Willpower[/color]","[color=#ffff50]소환[/color] 시:

     자신에게 [color=#0060ff]충전[/color] 적용

[color=#a0a0a0]충전 적용량 = 스킬 레벨[/color]

[color=#ffff50]진입[/color] / [color=#ffff50]습득[/color] 시: 

     일정 수의 [color=#0060ff]전격 사제[/color] 소환

[color=#a0a0a0]소환 수 = 3 * 스킬 레벨

전격 사제는 원거리 번개로 공격하는 충실한 교단원

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|FulminantCult|Element|,Table_Traits,FulminantCult,Element,,Lightning,번개
Table_Traits|Stormcalling|Name|,Table_Traits,Stormcalling,Name,,[color=#0060ff]Stormcalling[/color],[color=#0060ff]폭풍 소환[/color]
Table_Traits|Stormcalling|Description|,Table_Traits,Stormcalling,Description,,"On [color=#ff8030]attack[/color]: 

     summon a number of [color=#0060ff]Ball Lightnings[/color] at random tiles

[color=#a0a0a0] Amount summoned = 2 * skill level

Ball Lightnings are fragile bursts of elemental intention

Total summons limited by your Willpower[/color]","[color=#ff8030]공격[/color] 시: 

     무작위 칸에 일정 수의 [color=#0060ff]구형 번개[/color] 소환

[color=#a0a0a0] 소환 수 = 2 * 스킬 레벨

구형 번개는 원소 의지의 연약한 폭발체

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|Stormcalling|Element|,Table_Traits,Stormcalling,Element,,Lightning,번개
Table_Traits|Sparkform|Name|,Table_Traits,Sparkform,Name,,[color=#0060ff]Sparkform[/color],[color=#0060ff]전기 형상[/color]
Table_Traits|Sparkform|Description|,Table_Traits,Sparkform,Description,,"On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     apply [color=#0060ff]Sparkform[/color] to yourself

[color=#a0a0a0]Sparkform applied = 10 * skill level

When applied, this effect replaces and inherits the stacks of any current transformation[/color]","[color=#ffff50]진입[/color] / [color=#ffff50]습득[/color] 시: 

     자신에게 [color=#0060ff]번개 형상[/color] 적용

[color=#a0a0a0]번개 형상 적용량 = 10 * 스킬 레벨

적용 시, 이 효과는 현재 형상의 중첩을 대체하고 계승함[/color]"
Table_Traits|Sparkform|Element|,Table_Traits,Sparkform,Element,,Lightning,번개
Table_Traits|Psychokinesis|Name|,Table_Traits,Psychokinesis,Name,,[color=#ffaf30]Psychokinesis[/color],[color=#ffaf30]염력동역학[/color]
Table_Traits|Psychokinesis|Description|,Table_Traits,Psychokinesis,Description,,"On [color=#ffff50]stand still[/color] / [color=#ff8030]hit[/color]:

     deal [color=#ffaf30]Psychic[/color] damage in a path to 1 enemy in a 5 tile range
     apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Damage = 30 * skill level

Repulsion applied = 2 * skill level[/color]","[color=#ffff50]정지[/color] / [color=#ff8030]명중[/color] 시:

     5칸 범위 내 적 1명에게 경로를 따라 [color=#ffaf30]염력[/color] 피해 적용
     자신에게 [color=#ffaf30]반발[/color] 적용

[color=#a0a0a0]피해 = 30 * 스킬 레벨

반발 적용량 = 2 * 스킬 레벨[/color]"
Table_Traits|Psychokinesis|Element|,Table_Traits,Psychokinesis,Element,,Psychic,염력
Table_Traits|Psiblade|Name|,Table_Traits,Psiblade,Name,,[color=#ffaf30]Psiblade[/color],[color=#ffaf30]염력검[/color]
Table_Traits|Psiblade|Description|,Table_Traits,Psiblade,Description,,"Per [color=#ffff50]skill level[/color], [color=#ff8080]if[/color] Main-hand is a [color=#ffff50]bare fist[/color]:

     [color=#ffff50]+1[/color] attack range

On [color=#ff8030]hit[/color], [color=#ff8080]if[/color] [color=#ffff50]bare fist[/color]:

     deal [color=#ffaf30]Psychic[/color] damage to the target
     deal [color=#af8f50]Slash[/color] damage to the target

[color=#a0a0a0]Damage = 50 * skill level[/color]","[color=#ffff50]스킬 레벨[/color]당, [color=#ff8080]만약[/color] 주무기가 [color=#ffff50]맨손[/color]이라면:

