english,korean,occurrence_count,examples
"On [color=#ffff50]hit[/color]:

     apply 5 [color=#a0a000]Doom[/color] to the target
     deal [color=#a0a000]Death[/color] damage to all units in a 2 tile range

[color=#a0a0a0]Damage = 10 * target Doom stacks[/color]",,1,Table_TraitsGeneric:DoomBlade:Description_Unit
"On [color=#ffff50]hit[/color]:

     apply 5 [color=#ff1010]Bleed[/color] to the target",,1,Table_TraitsGeneric:BleedHit:Description
"On [color=#ffff50]hit[/color]:

     apply 6 [color=#60af20]Entangle[/color] to the target",,1,Table_TraitsGeneric:EntangleHit:Description
"On [color=#ffff50]hit[/color]:

     apply 7 [color=#ff7000]Scorch[/color] to the target",,1,Table_TraitsGeneric:BurnHit:Description
"On [color=#ffff50]hit[/color]:

     apply 7 [color=#ffd000]Corrosion[/color] to the target",,1,Table_TraitsGeneric:CorrosionHit:Description
"On [color=#ffff50]hit[/color]:

     apply 8 [color=#5080ff]Freeze[/color] to the target",,1,Table_TraitsGeneric:ChillHit:Description
"On [color=#ffff50]hit[/color]:

     apply 8 [color=#70ff00]Sickness[/color] to the target",,1,Table_TraitsGeneric:PoisonHit:Description
"On [color=#ffff50]hit[/color]:

     deal 10 [color=#a0a000]Death[/color] damage in a 2 tile area at the target",,1,Table_TraitsGeneric:Scourge:Description
"On [color=#ffff50]hit[/color]:

     deal 20 [color=#ff7000]Fire[/color] damage in a 1 tile area at the target",,3,Table_TraitsGeneric:Incinerate:Description | Table_TraitsGeneric:FireBreath:Description | Table_TraitsGeneric:DeathBreath:Description
"On [color=#ffff50]hit[/color]:

     deal [color=#af8f50]Slash[/color] damage to the target
     apply 5 [color=#ff7000]Scorch[/color] to the target

[color=#a0a0a0]Damage = 15 * target Scorch stacks[/color]",,4,Table_TraitsGeneric:scythescorch:Description_Unit | Table_TraitsGeneric:VotiveSkirt:Description_Unit | Table_TraitsGeneric:VotiveChest:Description_Unit | Table_TraitsGeneric:VotiveHelm:Description_Unit
"On [color=#ffff50]hit[/color]:

     summon a [color=#a0a000]Dancing Flesh[/color]

[color=#a0a0a0]Dancing Flesh are cursed sheets of detached skin[/color]",,1,Table_TraitsGeneric:SummonDancingFlesh:Description
"On [color=#ffff50]initial attack[/color], [color=#ff8080]if[/color] the target has [color=#70ff00]Sickness[/color]:  

     perform 3 [color=#ffff50]extra attacks[/color] against the target

On [color=#ffff50]hit[/color]:

     deal 100 [color=#70ff00]Poison[/color] damage to 3 enemies in a 3 tile range",,7,Table_TraitsGeneric:Hazar:Description_Unit | Table_TraitsGeneric:Venite:Description_Unit | Table_TraitsGeneric:SnakeCharmer:Description_Unit | Table_TraitsGeneric:Merzot:Description_Unit | Table_TraitsGeneric:Vengati:Description_Unit
"On [color=#ffff50]initial attack[/color]:

     remove [color=#a030b0]Stasis[/color] from yourself
     perform 2 [color=#ff8030]extra attacks[/color] against the target

On [color=#ffff50]attack[/color]:

     apply 3 [color=#ff7000]Inflame[/color] to yourself",,2,Table_TraitsGeneric:Kashra:Description_Unit | Table_TraitsGeneric:Frenzied:Description_Unit
"On [color=#ffff50]kill[/color] / [color=#ffff50]ally death[/color]:

     [color=#20ff20]+5 Speed[/color]
     [color=#50ffff]+10 Dodge[/color]",,2,Table_TraitsGeneric:AbsorbTime:Description | Table_TraitsGeneric:AbsorbTime:Description_Unit
"On [color=#ffff50]kill[/color] / [color=#ffff50]apply[/color] [color=#8020a0]Meditate[/color], [color=#ff5050]if[/color] [color=#ffff50]head armor[/color] is equipped and all other armor slots are empty:

     apply 2 [color=#7050a0]Crowform[/color] to yourself
     deal 15 [color=#8030af]Astral[/color] damage to yourself
     deal [color=#a0a000]Death[/color] damage to the closest enemy

[color=#a0a0a0]Damage = stacks of Crowform on self * 5

Self-damage is unaffected by resistance / increase

When applied, this effect replaces and inherits the stacks of any current transformation[/color]",,1,Table_TraitsGeneric:NightCrow:Description
"On [color=#ffff50]kill[/color]:

     [color=#50ff50]heal[/color] 25% life
     [color=#ff8030]+100 Hit[/color]",,1,Table_TraitsGeneric:FeastDeadly:Description
"On [color=#ffff50]kill[/color]:

     [color=#50ff50]heal[/color] 50",,1,Table_TraitsGeneric:Sherkegar:Description
"On [color=#ffff50]kill[/color]:

     [color=#50ff50]heal[/color] 50
     deal [color=#ff1010]Blood[/color] damage to the closest enemy equal to your Main-hand [color=#ff8030]Hit[/color]",,1,Table_TraitsGeneric:ToothedSword:Description_Unit
"On [color=#ffff50]kill[/color]:

     [color=#ff8030]+100 Hit[/color]",,1,Table_TraitsGeneric:FeastDeadly:Description_Unit
"On [color=#ffff50]kill[/color]:

     deal 200 [color=#8030af]Astral[/color] and [color=#af8f50]Blunt[/color] damage to all units in a 3 tile range",,1,Table_TraitsGeneric:CosmicFlail:Description_Unit
"On [color=#ffff50]kill[/color]:

     deal [color=#8030af]Astral[/color] and [color=#af8f50]Blunt[/color] damage to all units in a 1+ tile range

[color=#a0a0a0]Damage = 10% of killed unit's max Life

Range = your attack range[/color]",,1,Table_TraitsGeneric:CosmicFlail:Description
"On [color=#ffff50]kill[/color]:

     deal [color=#ff1010]Blood[/color] damage to the closest enemy equal to 50% of your Main-hand [color=#ff8030]Hit[/color]
     deal 50 [color=#ff1010]Blood[/color] damage to yourself

[color=#a0a0a0]Self-damage is unaffected by resistance / increase[/color]",,1,Table_TraitsGeneric:ToothedSword:Description
"On [color=#ffff50]kill[/color]:

     deal [color=#ff5050]damage[/color] to all units in a 2 tile range

[color=#a0a0a0]Damage = attack damage type, 10% of this unit's Hit[/color]",,1,Table_TraitsGeneric:Exult:Description
"On [color=#ffff50]kill[/color]:

     deal [color=#ffff50]damage[/color] to all units in a 2 tile range

[color=#a0a0a0]Damage = attack damage type, 10% of this unit's Hit[/color]",,1,Table_TraitsGeneric:Exult:Description_Unit
"On [color=#ffff50]kill[/color]: 

     create [color=#20af20]divine grass[/color] in a 1 tile range",,2,Table_TraitsGeneric:NinhursServant:Description | Table_TraitsGeneric:NinhursServant:Description_Unit
"On [color=#ffff50]kill[/color]: 

     deal 50 [color=#70ff00]Poison[/color] damage in a path to 1 enemy in a 4 tile range
     repeat with [color=#a0a000]Death[/color] damage",,1,Table_TraitsGeneric:VileCoup:Description_Unit
"On [color=#ffff50]killing an adjacent enemy[/color]:

     grant 1 charge to your [color=#78bca4]first prayer[/color]

On [color=#78bca4]prayer[/color], [color=#ff8080]if[/color] enemies live: 

     deal [color=#ff7000]Fire[/color] damage to yourself
     repeat with [color=#8030af]Astral[/color] / [color=#5080ff]Ice[/color] / [color=#70ff00]Poison[/color] / [color=#ff2020]Blood[/color] damage
     repeat each instance against 1 enemy at any range

[color=#a0a0a0]Damage = 5% of your max Life

Self-damage is unaffected by resistance / increase[/color]",,1,Table_TraitsGeneric:Uhrata:Description
"On [color=#ffff50]killing an enemy[/color]:

     a random ally gains [color=#50ff50]+20 Speed[/color]
     summon a [color=#10df90]Serpent[/color]

[color=#a0a0a0]Serpents are slithering poison-fanged reptiles

Total summons limited by your Willpower[/color]",,1,Table_TraitsGeneric:EmeraldChakram:Description
"On [color=#ffff50]killing an enemy[/color]:

     deal 100 [color=#0060ff]Lightning[/color] damage to all units in a 2 tile range
     repeat with [color=#a0a000]Death[/color] damage
     apply 2 [color=#0060ff]Charge[/color] to yourself

Gain [color=#5050ff]+10 Armor[/color] per stack of [color=#0060ff]Charge[/color] on self",,1,Table_TraitsGeneric:Bolga:Description
"On [color=#ffff50]killing an enemy[/color]: 

     [color=#50ff50]heal[/color] 25
     perform 3 [color=#ff8030]extra attacks[/color] against random adjacent enemies

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]",,1,Table_TraitsGeneric:Frenzy:Description_Unit
"On [color=#ffff50]killing an enemy[/color]: 

     [color=#50ff50]heal[/color] yourself
     perform 3 [color=#ff8030]extra attacks[/color] against random adjacent enemies

[color=#a0a0a0]Heal = 5 * your Strength[/color]",,1,Table_TraitsGeneric:Frenzy:Description
"On [color=#ffff50]learn[/color]:

     Doubles your [color=#ff7050]Strength[/color], [color=#50ff70]Dexterity[/color] and [color=#c050ff]Willpower[/color]
     spends [color=#ff5050]10[/color] [color=#707070]unused power points[/color]

On [color=#ffff50]Glory rising[/color], [color=#ff5050]if[/color] you have [color=#ff5050]no powers[/color]:

     permanently upgrade your equipped weapons [color=#ff8030]+100 Hit[/color] / [color=#5050ff]+100 Block[/color]
     [color=#a0a0a0][color=#50ff50]heal[/color] to full life[/color]
     [color=#ff5050]remove[/color] all [color=#ff5050]externally-applied[/color] Effects from yourself",,1,Table_TraitsGeneric:Anroth:Description
"On [color=#ffff50]picking up a [color=#af8f50]Slash[/color] weapon[/color]:

     [color=#ffff50]transform[/color] it into a [color=#c03090]Mighty Blade[/color]; [color=#707070]Hit doubled, Encumbrance doubled, Weapon Size set to 7, Range set to 1, gains ""area attack""[/color]

[color=#a0a0a0]Also transforms your [color=#ffff50]class weapon[/color](s) regardless of damage type[/color] [color=#707070]will be changed to [color=#af8f50]Slash[/color], Hit instead set to minimum 100 and Encumbrance to minimum 5[/color]",,1,Table_TraitsGeneric:Virya:Description
"On [color=#ffff50]picking up armor[/color] with 2 or more encumbrance:

     [color=#ffff50]transform[/color] it into [color=#d09000]Gilded[/color] armor; [color=#707070]+1 Inflexibility, +100 Armor[/color]

On [color=#ffff50]entrance[/color]:

     summon a [color=#d09000]Gilded Dead[/color] [color=#c050ff]familiar[/color] for each known [color=#78bca4]prayer[/color]

[color=#a0a0a0]Gilded Dead are sacred undead warriors. They inherit your Armor and Block

Summoned Familiars are not limited by your Willpower[/color]",,1,Table_TraitsGeneric:Dumuzi:Description
"On [color=#ffff50]picking up armor[/color]:

     [color=#ffff50]transform[/color] it into a [color=#8040a0]Vestige[/color]; [color=#707070]Inflexibility set to 0, Encumbrance set to 1, +10% Astral resist[/color]

On [color=#ffff50]picking up a weapon[/color]:

     [color=#ffff50]transform[/color] it into a [color=#8040a0]Shimmering Orb[/color]; [color=#707070]Counts as ""Bare Fist,"" Encumbrance set to 1, Range set to 2, damage type set to Astral[/color]",,1,Table_TraitsGeneric:Oros:Description
"On [color=#ffff50]player stand still[/color]:

     this unit applies 5 [color=#8030af]Meditate[/color] to itself",,2,Table_TraitsGeneric:Prescience:Description | Table_TraitsGeneric:Prescience:Description_Unit
"On [color=#ffff50]player stand still[/color]: 

     this unit performs a number of [color=#ff8030]extra attacks[/color] against adjacent enemies

[color=#a0a0a0]Extra attacks = player's skill level of Ice Familiar[/color]",,2,Table_TraitsGeneric:grika:Description | Table_TraitsGeneric:grika:Description_Unit
"On [color=#ffff50]player step / player stand still[/color]:

     this unit applies 5 [color=#ffaf30]Repulsion[/color] to itself",,1,Table_TraitsGeneric:Gati:Description
"On [color=#ffff50]player step[/color] / [color=#ffff50]player stand still[/color]:

     this unit applies 5 [color=#ffaf30]Repulsion[/color] to itself",,1,Table_TraitsGeneric:Gati:Description_Unit
"On [color=#ffff50]player step[/color]:

     this unit applies 2 [color=#ff7000]Inflame[/color] to itself",,2,Table_TraitsGeneric:Tracking:Description_Unit | Table_TraitsGeneric:GoldenGreaves:Description_Unit
"On [color=#ffff50]player step[/color]:

     this unit applies 5 [color=#ff7000]Inflame[/color] to itself",,1,Table_TraitsGeneric:Tracking:Description
"On [color=#ffff50]player step[/color]: 

     [color=#a030b0]teleport[/color] to the player, perform an [color=#ff8030]extra attack[/color] against the player, and apply [color=#a030b0]Stasis[/color] to this unit

[color=#a0a0a0]Stasis prevents teleportation for 5 turns[/color]",,1,Table_TraitsGeneric:Seeker:Description_Unit
"On [color=#ffff50]player summon[/color]:

     apply 1 [color=#0060ff]Charge[/color] to the player",,2,Table_TraitsGeneric:FulminantPriest:Description | Table_TraitsGeneric:FulminantPriest:Description_Unit
"On [color=#ffff50]player summon[/color]:

     this unit applies 2 [color=#ff7000]Inflame[/color] to itself",,2,Table_TraitsGeneric:Warding:Description | Table_TraitsGeneric:Warding:Description_Unit
"On [color=#ffff50]receiving an effect[/color]:

    deal [color=#70ff00]Poison[/color] damage to an adjacent enemy

[color=#a0a0a0]Damage = effect stacks * 5

""Effects"" are temporary conditions such as Sickness, Poise, etc[/color]",,2,Table_TraitsGeneric:Fume:Description | Table_TraitsGeneric:Fume:Description_Unit
"On [color=#ffff50]self-damage[/color]:

      deal 100 [color=#8030af]Astral[/color] damage to 1 enemy in a 4 tile range",,1,Table_TraitsGeneric:MaskApostle:Description
"On [color=#ffff50]self-damage[/color]: 

     apply [color=#a0a000]Batform[/color] to yourself

[color=#a0a0a0]Batform applied = 2 * skill level

When applied, this effect replaces and inherits the stacks of any current transformation[/color]",,1,Table_Traits:Batform:Description
"On [color=#ffff50]shrug off[/color] / [color=#ffff50]block[/color]:

      apply [color=#8020a0]Meditate[/color] to yourself

[color=#a0a0a0]Meditate applied = 3 * Inflexibility[/color]",,1,Table_TraitsGeneric:chest_blue:Description
"On [color=#ffff50]shrug off[/color], per [color=#ffff50]empty armor slot[/color]:

     perform an [color=#ff8030]extra attack[/color] against an adjacent enemy

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]",,5,Table_TraitsGeneric:Taugh:Description_Unit | Table_TraitsGeneric:Peltast:Description_Unit | Table_TraitsGeneric:Valr:Description_Unit | Table_TraitsGeneric:Saurian:Description_Unit | Table_TraitsGeneric:Imp:Description_Unit
"On [color=#ffff50]shrug off[/color]:

     apply 1 [color=#a030b0]Stasis[/color] to yourself
     deal [color=#8030af]Astral[/color] damage to all enemies in a 2 tile range

[color=#a0a0a0]Damage = 10 * stacks of Stasis on self[/color]

[color=#a030b0]Stasis[/color] no longer loses -1 stack on [color=#ffff50]being attacked[/color]",,1,Table_TraitsGeneric:VoidChest:Description
"On [color=#ffff50]shrug off[/color]:

     apply [color=#ff7000]Scorch[/color] to the attacker
     deal [color=#ff7000]Fire[/color] damage to yourself

[color=#a0a0a0]Self-damage = your Strength

Scorch applied = 10 * your Strength[/color]

[color=#a0a0a0]Self-damage is unaffected by resistance / increase[/color]

On [color=#78bca4]prayer[/color]:

     [color=#50ff50]heal[/color] yourself

[color=#a0a0a0]Heal = 10 * your Strength[/color]",,1,Table_TraitsGeneric:VotiveChest:Description
"On [color=#ffff50]shrug off[/color]: 

    summon 2 [color=#10df90]Serpents[/color]

[color=#a0a0a0]Serpents are slithering poison-fanged reptiles

Total summons limited by your Willpower[/color]",,1,Table_TraitsGeneric:EmeraldArmor:Description
"On [color=#ffff50]stand still[/color] / [color=#78bca4]prayer[/color], [color=#ff5050]if[/color] enemies live, per [color=#ffff50]empty armor slot[/color]:

     [color=#50ff50]heal[/color] yourself and all allies

[color=#a0a0a0]Heal = 1% of your max Life[/color]

On [color=#ffff50]game turn[/color], [color=#ff5050]if[/color] enemies live:

     summon a [color=#4080af]War-Priest[/color] [color=#c050ff]familiar[/color] [color=#707070]if you have no other War-Priest[/color]

[color=#a0a0a0]War-Priests are shield-hefting fighters that attack with psychic lances

Summoned Familiars are not limited by your Willpower[/color]",,1,Table_TraitsGeneric:Gala:Description
"On [color=#ffff50]stand still[/color] / [color=#78bca4]prayer[/color], [color=#ff5050]if[/color] enemies live, per fully-charged [color=#78bca4]prayer[/color]:

     deal [color=#ff7000]Fire[/color] damage to yourself

[color=#a0a0a0]Damage = 1% of your maximum Life * your Willpower

Self-damage is unaffected by resistance / increase[/color]

On [color=#78bca4]divine intervention[/color]:

     [color=#c050ff]+1 Willpower[/color] [color=#707070]limit once per area[/color]
     deal 200 [color=#ff7000]Fire[/color] damage to all enemies

[color=#a0a0a0]Divine intervention occurs when your deity saves you from death; must have at least one fully-charged prayer[/color]",,1,Table_TraitsGeneric:Phoenix:Description
"On [color=#ffff50]stand still[/color] / [color=#ff8030]adjacent attack[/color]:

     apply 5 [color=#ffaf30]Repulsion[/color] to yourself

Gain [color=#5050ff]+1 Armor[/color] per stack of [color=#ffaf30]Repulsion[/color] on self",,1,Table_TraitsGeneric:Intabah:Description
"On [color=#ffff50]stand still[/color] / [color=#ff8030]hit[/color]:

     deal [color=#ffaf30]Psychic[/color] damage in a path to 1 enemy in a 5 tile range
     apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Damage = 30 * skill level

Repulsion applied = 2 * skill level[/color]",,1,Table_Traits:Psychokinesis:Description
"On [color=#ffff50]stand still[/color] / [color=#ffff50]step[/color]:

     deal [color=#0060ff]Lightning[/color] damage in a path to 2 enemies at any range

[color=#a0a0a0]Damage = 2 * your Speed[/color]",,1,Table_TraitsGeneric:stafflightning:Description
"On [color=#ffff50]stand still[/color] :

     apply 2 [color=#40a0ff]Anoint[/color] to yourself

On [color=#ffff50]applying a non-harmful / non-transformation effect to yourself[/color]:

     apply 3 of the [color=#ffff50]same effect[/color] to all allies in a 3 tile range",,1,Table_TraitsGeneric:Paragon:Description_Unit
"On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live, for each [color=#ffff50]empty armor slot[/color]:

     [color=#50ff50]heal[/color] yourself and all allied units in a 2 tile range

[color=#a0a0a0]Heal = 1% of your max Life[/color]",,1,Table_TraitsGeneric:Gala:Description_Unit
"On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live:

     [color=#50ff50]heal[/color] 10% of max Life",,2,Table_TraitsGeneric:StaffLife:Description | Table_TraitsGeneric:StaffLife:Description_Unit
"On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live:

     apply [color=#5080ff]Freeze[/color] to yourself
     deal [color=#5080ff]Ice[/color] damage to all enemies with [color=#5080ff]Freeze[/color]

[color=#a0a0a0]Freeze applied = 3 * skill level

Damage =  stacks of Freeze on self * stacks of Freeze on the target[/color]

Gain [color=#5050ff]+2 Armor[/color] per stack of [color=#5080ff]Freeze[/color] on self

You [color=#ffff50]no longer take damage[/color] from any source triggered by [color=#5080ff]Freeze[/color] and it is no longer removed with [color=#c050ff]Willpower[/color]",,1,Table_Traits:Parafrost:Description
"On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live:

     deal 1-300 [color=#8030af]Astral[/color] damage to yourself
     deal [color=#ff7000]Fire[/color] damage in a path to 1 enemy at any range
     repeat with [color=#a0a000]Death[/color], [color=#ff1010]Blood[/color] and [color=#8030af]Astral[/color] damage

[color=#a0a0a0]Damage = random amount 1-100 * WIL

Self-damage is unaffected by resistance / increase[/color]",,1,Table_TraitsGeneric:StaffChaos:Description
"On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live:

     summon a [color=#209f50]Vinespawn[/color]

[color=#a0a0a0]Vinespawns are small animate plants that fling piercing thorns[/color]",,3,Table_TraitsGeneric:Arba:Description_Unit | Table_TraitsGeneric:Brud:Description_Unit | Table_TraitsGeneric:Siku:Description_Unit
"On [color=#ffff50]stand still[/color], [color=#ff8080]if[/color] enemies live:

     apply 5 [color=#60b0ff]Dream[/color] to yourself
     perform all of your ""[color=#ffff50]game turn[/color]"" actions [color=#707070]does not tick down effects[/color]",,1,Table_TraitsGeneric:Dreamer:Description
"On [color=#ffff50]stand still[/color], [color=#ff8080]if[/color] enemies live:

     deal [color=#ff7000]Fire[/color] damage to yourself
     double the stacks of [color=#0060ff]Charge[/color] on yourself
     apply 5 [color=#0060ff]Charge[/color] to yourself
     deal 100 [color=#ff7000]Fire[/color] damage in a path to 2 enemies at any range
     repeat with [color=#0060ff]Lightning[/color] damage
     [color=#ff5050]remove[/color] all non-[color=#0060ff]Charge[/color] effects from yourself

[color=#a0a0a0]Self-damage = stacks of Charge on self

Self-damage is unaffected by resistance / increase[/color]

[color=#0060ff]Charge[/color] is [color=#ffff50]no longer reduced[/color] on stand still",,1,Table_TraitsGeneric:Tamasa:Description
"On [color=#ffff50]stand still[/color], [color=#ff8080]if[/color] enemies live:

     perform all of your ""[color=#ffff50]game turn[/color]"" actions [color=#707070]does not tick down effects[/color]",,1,Table_TraitsGeneric:Kairos_Sash:Description
"On [color=#ffff50]stand still[/color], per [color=#ffff50]skill level[/color]:

     perform a [color=#ff8030]Hit[/color] against 1 enemy in a 4 tile range

Hit damage = 20 * skill level

[color=#a0a0a0]This hit bypasses all defense and uses your Main-hand damage type[/color]

On [color=#78bca4]prayer[/color], [color=#ff8080]if[/color] [color=#00ff00]unencumbered[/color] and [color=#00ff00]flexible[/color]:

     perform all ""[color=#ffff50]stand still[/color]"" actions",,1,Table_Traits:Magus:Description
"On [color=#ffff50]stand still[/color]:

     [color=#ff5050]remove[/color] a random [color=#ff5050]externally-applied[/color] Effect from yourself
     perform an [color=#ff8030]extra attack[/color] against an adjacent enemy
     repeat these actions for each [color=#ffff50]bare fist[/color]

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]",,1,Table_TraitsGeneric:Unataak:Description
"On [color=#ffff50]stand still[/color]:

     apply 2 [color=#40a0ff]Anoint[/color] to yourself

On [color=#ffff50]applying a[/color] [color=#707070]non-harmful, non-transformation[/color] [color=#ffff50]effect to yourself[/color]:

     apply the [color=#ffff50]same effect[/color] to a random ally

[color=#a0a0a0]Applied stacks = current stacks of that effect on you",,1,Table_TraitsGeneric:Paragon:Description
"On [color=#ffff50]stand still[/color]:

     apply 2 [color=#8020a0]Meditate[/color] to yourself

On [color=#ffff50]apply[/color] [color=#8020a0]Meditate[/color]:

     deal 25 [color=#8030af]Astral[/color] damage to 1 enemy at any range",,1,Table_TraitsGeneric:Hat_Astral:Description
"On [color=#ffff50]stand still[/color]:

     apply 3 [color=#8020a0]Meditate[/color] to yourself
     deal 20 [color=#8030af]Astral[/color] damage to 1 enemy at any range",,1,Table_TraitsGeneric:StaffStar:Description
"On [color=#ffff50]stand still[/color]:

     apply 5 [color=#5080ff]Freeze[/color] to all enemies in a 3 tile range

On [color=#ffff50]apply[/color] [color=#5080ff]Freeze[/color]: 

     deal [color=#5080ff]Ice[/color] damage in a path to the target

[color=#a0a0a0]Damage = 10 * Willpower[/color]",,1,Table_TraitsGeneric:Angiok:Description
"On [color=#ffff50]stand still[/color]:

     apply 5 [color=#5080ff]Freeze[/color] to all enemies in a 3 tile range

On [color=#ffff50]apply[/color] [color=#5080ff]Freeze[/color]: 

     deal [color=#af8f50]Pierce[/color] damage in a path to the target

[color=#a0a0a0]Damage = target Freeze stacks[/color]",,3,Table_TraitsGeneric:FrostKnight:Description_Unit | Table_TraitsGeneric:Angiok:Description_Unit | Table_TraitsGeneric:Anqarak:Description_Unit
"On [color=#ffff50]stand still[/color]:

     apply 5 [color=#a030b0]Stasis[/color] to adjacent enemies

On [color=#ffff50]applying an effect to an enemy[/color]:

     deal [color=#8030af]Astral[/color] damage to the target

[color=#a0a0a0]Damage = 5 * target effect stacks[/color]",,2,Table_TraitsGeneric:StaffStasis:Description_Unit | Table_TraitsGeneric:CosmicDiscplate:Description_Unit
"On [color=#ffff50]stand still[/color]:

     create [color=#a060af]strange tint[/color] terrain in a 1 tile range around yourself and at a random tile
     deal [color=#8030af]Astral[/color] damage to all enemies standing on [color=#a060af]strange tint[/color]
     repeat with [color=#70ff00]Poison[/color] damage

[color=#a0a0a0]Damage = Willpower * tiles of strange tint[/color]",,1,Table_TraitsGeneric:IllProphet:Description
"On [color=#ffff50]stand still[/color]:

     deal 300 [color=#ff7000]Fire[/color] damage to all units in a 2 tile range

On [color=#ffff50]dealing[/color] [color=#ff7000]Fire[/color] damage:

     apply 1 [color=#ff7000]Inflame[/color] to yourself",,4,Table_TraitsGeneric:Pyromaniac:Description_Unit | Table_TraitsGeneric:Tamasa:Description_Unit | Table_TraitsGeneric:Exultite:Description_Unit | Table_TraitsGeneric:Topheth:Description_Unit
"On [color=#ffff50]stand still[/color]:

     deal [color=#0060ff]Lightning[/color] damage in a path to 2 enemies

[color=#a0a0a0]Damage = 5 * your Speed[/color]",,4,Table_TraitsGeneric:Myrmidon:Description_Unit | Table_TraitsGeneric:Nartaka:Description_Unit | Table_TraitsGeneric:Unataak:Description_Unit | Table_TraitsGeneric:stafflightning:Description_Unit
"On [color=#ffff50]stand still[/color]:

     deal [color=#5080ff]Ice[/color] damage to enemies in a 3 tile range

[color=#a0a0a0]Damage = 25 * your Inflexibility[/color]",,1,Table_TraitsGeneric:staffice:Description_Unit
"On [color=#ffff50]stand still[/color]:

     deal [color=#5080ff]Ice[/color] damage to enemies in a 3 tile range
     repeat against all enemies with [color=#5080ff]Freeze[/color]

[color=#a0a0a0]Damage = 10 * your Willpower[/color]",,1,Table_TraitsGeneric:staffice:Description
"On [color=#ffff50]stand still[/color]:

     deal [color=#70ff00]Poison[/color] damage to all enemies in a 3 tile range

On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     deal [color=#a0a000]Death[/color] damage in a path to 1 enemy in a 3 tile range

[color=#a0a0a0]Damage = 5 * your Willpower[/color]",,1,Table_TraitsGeneric:VilePoison:Description
"On [color=#ffff50]stand still[/color]:

     deal [color=#a0a000]Death[/color] damage in a path to 2 enemies in a 3 tile range

On [color=#50ff50]heal[/color]:

     deal [color=#a0a000]Death[/color] damage to adjacent units

[color=#a0a0a0]Damage = 50 + (50 * # of allies)[/color]",,1,Table_TraitsGeneric:Gehimon:Description
"On [color=#ffff50]stand still[/color]:

     deal [color=#a0a000]Death[/color] damage to all adjacent units

[color=#a0a0a0]Damage = 50 + (50 * # of allies)[/color]",,1,Table_TraitsGeneric:Gehimon:Description_Unit
"On [color=#ffff50]stand still[/color]:

     deal [color=#af8f50]Blunt[/color] damage to all units in a 4 tile range
     apply 3 [color=#af8f50]Poise[/color] to yourself 

[color=#a0a0a0]Damage = 5 * your Encumbrance[/color]",,1,Table_TraitsGeneric:staff_earth:Description
"On [color=#ffff50]stand still[/color]:

     deal [color=#ff7000]Fire[/color] damage in a path to a random enemy
     repeat with [color=#a0a000]Death[/color], [color=#ff1010]Blood[/color] and [color=#8030af]Astral[/color] damage

[color=#a0a0a0]Damage = random amount 1-100 * WIL[/color]",,1,Table_TraitsGeneric:StaffChaos:Description_Unit
"On [color=#ffff50]stand still[/color]:

     perform a 100 damage Main-hand [color=#ff8030]Hit[/color] against 2 enemies in a 5 tile range

On [color=#ffff50]hit[/color]:

     apply 1 [color=#8020a0]Meditate[/color] to yourself

On [color=#ffff50]apply[/color] [color=#8020a0]Meditate[/color]:

     deal 100 [color=#8030af]Astral[/color] damage in a path to a random enemy

[color=#a0a0a0]This hit bypasses all defense and triggers on-hit effects[/color]",,8,Table_TraitsGeneric:Mura:Description_Unit | Table_TraitsGeneric:Dreamer:Description_Unit | Table_TraitsGeneric:Uspori:Description_Unit | Table_TraitsGeneric:ArchMagus:Description_Unit | Table_TraitsGeneric:Arborus:Description_Unit
"On [color=#ffff50]stand still[/color]:

     perform a 100 damage [color=#ff8030]Hit[/color] against 2 enemies in a 5 tile range

[color=#a0a0a0]This hit bypasses all defense and uses your Main-hand damage type[/color]

On [color=#ff8030]hit[/color]:

     apply 1 [color=#8020a0]Meditate[/color] to yourself

On [color=#ffff50]apply[/color] [color=#8020a0]Meditate[/color]:

     deal 100 [color=#8030af]Astral[/color] damage in a path to 1 enemy at any range",,1,Table_TraitsGeneric:ArchMagus:Description
"On [color=#ffff50]stand still[/color]:

    deal 50 [color=#8030af]Astral[/color] damage to the closest enemy",,1,Table_TraitsGeneric:asclepa:Description_Unit
"On [color=#ffff50]stand still[/color]:

    deal 50 [color=#ff7000]Fire[/color] damage to 5 random enemies",,3,Table_TraitsGeneric:stafffire:Description_Unit | Table_TraitsGeneric:staff_earth:Description_Unit | Table_TraitsGeneric:robe_earth:Description_Unit
"On [color=#ffff50]stand still[/color]:

    deal [color=#8030af]Astral[/color] damage to the closest enemy

[color=#a0a0a0]Damage = Willpower * 5[/color]",,1,Table_TraitsGeneric:asclepa:Description
